Open Data Inventory - Medellín,,,,,,,,,,,,,,
Id,Fuente de datos,Categoría,Dataset,Recurso de dato,URL Portal,URL Data Set,Metadata,Diccionario datos,Fecha publicación,Descripción,Formato archivo,Frecuencia actualización,Contacto,Licencia
39,medellin.gov.co,Planeación,Encuesta de Calidad de Vida,2013,https://www.medellin.gov.co/irj/portal/medellin?NavigationTarget=navurl://ba6bc04854936d616991aefea3c97911,https://www.medellin.gov.co/irj/go/km/docs/pccdesign/medellin/Temas/PlaneacionMunicipal/IndicadoresEstadisticas/PaginasECV/Shared%20Content/Documentos/Encuesta%20Calidad%20de%20Vida%202013/Base%20de%20datos%20ECV%202013.xlsx,No,https://www.medellin.gov.co/irj/go/km/docs/pccdesign/medellin/Temas/PlaneacionMunicipal/IndicadoresEstadisticas/PaginasECV/Shared%20Content/Documentos/Encuesta%20Calidad%20de%20Vida%202013/Diccionario%20de%20datos%20ECV%202013.xls,30/03/2014,"La Encuesta de Calidad de Vida es una investigación que posibilita realizar el seguimiento y medición de las condiciones socioeconómicas de los habitantes de las 16 comunas y 5 corregimientos que conforman el municipio de Medellín, atendiendo el criterio de representatividad tanto para el total Medellín cómo para la desagregación territorial referenciada. Ella permite conocer cifras e indicadores en temas como: Población, Viviendas, Hogares, Educación, Salud y Seguridad Social, Percepción ciudadana, entre otros",XLSX,Anual,norha.leon@medellin.gov.co,Attribution-ShareAlike 4.0 International
40,medellin.gov.co,Planeación,Encuesta de Calidad de Vida,2012,https://www.medellin.gov.co/irj/portal/medellin?NavigationTarget=navurl://cb24509f0ce7d947ecfad68b9935076c,https://www.medellin.gov.co/irj/go/km/docs/pccdesign/medellin/Temas/PlaneacionMunicipal/IndicadoresEstadisticas/2016/PaginasECV/Shared%20Content/Documentos/Encuesta%20Calidad%20de%20Vida%202012/Base%20de%20datos%20ECV%202012.xlsx,No,https://www.medellin.gov.co/irj/go/km/docs/pccdesign/medellin/Temas/PlaneacionMunicipal/IndicadoresEstadisticas/2016/PaginasECV/Shared%20Content/Documentos/Encuesta%20Calidad%20de%20Vida%202012/Diccionario%20de%20datos%20ECV%202012.xls,27/03/2012,"La Encuesta de Calidad de Vida es una investigación que posibilita realizar el seguimiento y medición de las condiciones socioeconómicas de los habitantes de las 16 comunas y 5 corregimientos que conforman el municipio de Medellín, atendiendo el criterio de representatividad tanto para el total Medellín cómo para la desagregación territorial referenciada. Ella permite conocer cifras e indicadores en temas como: Población, Viviendas, Hogares, Educación, Salud y Seguridad Social, Percepción ciudadana, entre otros",XLSX,Anual,norha.leon@medellin.gov.co,Attribution-ShareAlike 4.0 International
41,medellin.gov.co,Planeación,Encuesta de Calidad de Vida,2011,https://www.medellin.gov.co/irj/portal/medellin?NavigationTarget=navurl://532de36b98cf058c2f9572ff0a5d4394,https://www.medellin.gov.co/irj/go/km/docs/pccdesign/medellin/Temas/PlaneacionMunicipal/IndicadoresEstadisticas/PaginasECV/Shared%20Content/Documentos/Encuesta%20Calidad%20de%20Vida%202011/Base%20de%20datos%20ECV%202011.xlsx,No,https://www.medellin.gov.co/irj/go/km/docs/pccdesign/medellin/Temas/PlaneacionMunicipal/IndicadoresEstadisticas/PaginasECV/Shared%20Content/Documentos/Encuesta%20Calidad%20de%20Vida%202011/Diccionario%20de%20datos%20ECV%202011.xls,27/03/2012,"La Encuesta de Calidad de Vida es una investigación que posibilita realizar el seguimiento y medición de las condiciones socioeconómicas de los habitantes de las 16 comunas y 5 corregimientos que conforman el municipio de Medellín, atendiendo el criterio de representatividad tanto para el total Medellín cómo para la desagregación territorial referenciada. Ella permite conocer cifras e indicadores en temas como: Población, Viviendas, Hogares, Educación, Salud y Seguridad Social, Percepción ciudadana, entre otros",XLSX,Anual,norha.leon@medellin.gov.co,Attribution-ShareAlike 4.0 International
42,medellin.gov.co,Planeación,Encuesta de Calidad de Vida,2010,https://www.medellin.gov.co/irj/portal/medellin?NavigationTarget=navurl://43c5ffdfa2afa6edc1ebaf1d318be2c4,https://www.medellin.gov.co/irj/go/km/docs/pccdesign/medellin/Temas/PlaneacionMunicipal/IndicadoresEstadisticas/PaginasECV/Shared%20Content/Documentos/Encuesta%20Calidad%20de%20Vida%202010/Base%20de%20datos%20ECV%202010.xlsx,No,https://www.medellin.gov.co/irj/go/km/docs/pccdesign/medellin/Temas/PlaneacionMunicipal/IndicadoresEstadisticas/PaginasECV/Shared%20Content/Documentos/Encuesta%20Calidad%20de%20Vida%202010/Diccionario%20de%20datos%20ECV%202010.xls,2/5/2011,"La Encuesta de Calidad de Vida es una investigación que posibilita realizar el seguimiento y medición de las condiciones socioeconómicas de los habitantes de las 16 comunas y 5 corregimientos que conforman el municipio de Medellín, atendiendo el criterio de representatividad tanto para el total Medellín cómo para la desagregación territorial referenciada. Ella permite conocer cifras e indicadores en temas como: Población, Viviendas, Hogares, Educación, Salud y Seguridad Social, Percepción ciudadana, entre otros",XLSX,Anual,norha.leon@medellin.gov.co,Attribution-ShareAlike 4.0 International
43,medellin.gov.co,Planeación,Encuesta de Calidad de Vida,2009,https://www.medellin.gov.co/irj/portal/medellin?NavigationTarget=navurl://f299abf4e06342533e931b3a4b5c58ce,https://www.medellin.gov.co/irj/go/km/docs/pccdesign/medellin/Temas/PlaneacionMunicipal/IndicadoresEstadisticas/PaginasECV/Shared%20Content/Documentos/Encuesta%20Calidad%20de%20Vida%202009/Base%20de%20datos%20Encuesta%20Calidad%20de%20Vida%202009.xlsx,No,https://www.medellin.gov.co/irj/go/km/docs/pccdesign/medellin/Temas/PlaneacionMunicipal/IndicadoresEstadisticas/PaginasECV/Shared%20Content/Documentos/Encuesta%20Calidad%20de%20Vida%202009/Diccionario%20de%20datos%20ECV%202009.xls,21/10/2010,"La Encuesta de Calidad de Vida es una investigación que posibilita realizar el seguimiento y medición de las condiciones socioeconómicas de los habitantes de las 16 comunas y 5 corregimientos que conforman el municipio de Medellín, atendiendo el criterio de representatividad tanto para el total Medellín cómo para la desagregación territorial referenciada. Ella permite conocer cifras e indicadores en temas como: Población, Viviendas, Hogares, Educación, Salud y Seguridad Social, Percepción ciudadana, entre otros",XLSX,Anual,norha.leon@medellin.gov.co,Attribution-ShareAlike 4.0 International
44,medellin.gov.co,Planeación,Encuesta de Calidad de Vida,2008,https://www.medellin.gov.co/irj/portal/medellin?NavigationTarget=navurl://d928ddfff8f0c47f65ba7bb67fef5a32,https://www.medellin.gov.co/irj/go/km/docs/pccdesign/medellin/Temas/PlaneacionMunicipal/IndicadoresEstadisticas/PaginasECV/Shared%20Content/Documentos/Encuesta%20Calidad%20de%20Vida%202008/Base%20de%20datos%20Encuesta%20Calidad%20de%20Vida%202008.xlsx,No,https://www.medellin.gov.co/irj/go/km/docs/pccdesign/medellin/Temas/PlaneacionMunicipal/IndicadoresEstadisticas/PaginasECV/Shared%20Content/Documentos/Encuesta%20Calidad%20de%20Vida%202008/Diccionario%20de%20datos%20ECV%202008.xls,1/1/2009,"La Encuesta de Calidad de Vida es una investigación que posibilita realizar el seguimiento y medición de las condiciones socioeconómicas de los habitantes de las 16 comunas y 5 corregimientos que conforman el municipio de Medellín, atendiendo el criterio de representatividad tanto para el total Medellín cómo para la desagregación territorial referenciada. Ella permite conocer cifras e indicadores en temas como: Población, Viviendas, Hogares, Educación, Salud y Seguridad Social, Percepción ciudadana, entre otros",XLSX,Anual,norha.leon@medellin.gov.co,Attribution-ShareAlike 4.0 International
45,medellin.gov.co,Planeación,Encuesta de Calidad de Vida,2007,https://www.medellin.gov.co/irj/portal/medellin?NavigationTarget=navurl://edf63b2d7bc6d12aee23d7c5c4df7d54,https://www.medellin.gov.co/irj/go/km/docs/pccdesign/medellin/Temas/PlaneacionMunicipal/IndicadoresEstadisticas/PaginasECV/Shared%20Content/Documentos/Encuesta%20Calidad%20de%20Vida%202007/Base%20de%20datos%20Encuesta%20Calidad%20de%20Vida%202007.xlsx,No,https://www.medellin.gov.co/irj/go/km/docs/pccdesign/medellin/Temas/PlaneacionMunicipal/IndicadoresEstadisticas/PaginasECV/Shared%20Content/Documentos/Encuesta%20Calidad%20de%20Vida%202007/Diccionario%20de%20datos%20ECV%202007.xls,1/1/2009,"La Encuesta de Calidad de Vida es una investigación que posibilita realizar el seguimiento y medición de las condiciones socioeconómicas de los habitantes de las 16 comunas y 5 corregimientos que conforman el municipio de Medellín, atendiendo el criterio de representatividad tanto para el total Medellín cómo para la desagregación territorial referenciada. Ella permite conocer cifras e indicadores en temas como: Población, Viviendas, Hogares, Educación, Salud y Seguridad Social, Percepción ciudadana, entre otros",XLSX,Anual,norha.leon@medellin.gov.co,Attribution-ShareAlike 4.0 International
46,medellin.gov.co,Planeación,Encuesta de Calidad de Vida,2006,https://www.medellin.gov.co/irj/portal/medellin?NavigationTarget=navurl://968ee5ec54392807dbab637283e06345,https://www.medellin.gov.co/irj/go/km/docs/pccdesign/medellin/Temas/PlaneacionMunicipal/IndicadoresEstadisticas/PaginasECV/Shared%20Content/Documentos/Encuesta%20Calidad%20de%20Vida%202006/Base%20de%20datos%20ECV%202006.xlsx,No,https://www.medellin.gov.co/irj/go/km/docs/pccdesign/medellin/Temas/PlaneacionMunicipal/IndicadoresEstadisticas/PaginasECV/Shared%20Content/Documentos/Encuesta%20Calidad%20de%20Vida%202006/Diccionario%20de%20datos%20ECV%202006.xls,1/1/2007,"La Encuesta de Calidad de Vida es una investigación que posibilita realizar el seguimiento y medición de las condiciones socioeconómicas de los habitantes de las 16 comunas y 5 corregimientos que conforman el municipio de Medellín, atendiendo el criterio de representatividad tanto para el total Medellín cómo para la desagregación territorial referenciada. Ella permite conocer cifras e indicadores en temas como: Población, Viviendas, Hogares, Educación, Salud y Seguridad Social, Percepción ciudadana, entre otros",XLSX,Anual,norha.leon@medellin.gov.co,Attribution-ShareAlike 4.0 International
47,medellin.gov.co,Planeación,Encuesta de Calidad de Vida,2005,https://www.medellin.gov.co/irj/portal/medellin?NavigationTarget=navurl://f90106ec3c42cad7c478ffbacd1b3c17,https://www.medellin.gov.co/irj/go/km/docs/pccdesign/medellin/Temas/PlaneacionMunicipal/IndicadoresEstadisticas/PaginasECV/Shared%20Content/Documentos/Encuesta%20Calidad%20de%20Vida%202005/Base%20de%20datos%20ECV%202005.xlsx,No,https://www.medellin.gov.co/irj/go/km/docs/pccdesign/medellin/Temas/PlaneacionMunicipal/IndicadoresEstadisticas/PaginasECV/Shared%20Content/Documentos/Encuesta%20Calidad%20de%20Vida%202005/Diccionario%20de%20datos%20ECV%202005.xls,1/1/2006,"La Encuesta de Calidad de Vida es una investigación que posibilita realizar el seguimiento y medición de las condiciones socioeconómicas de los habitantes de las 16 comunas y 5 corregimientos que conforman el municipio de Medellín, atendiendo el criterio de representatividad tanto para el total Medellín cómo para la desagregación territorial referenciada. Ella permite conocer cifras e indicadores en temas como: Población, Viviendas, Hogares, Educación, Salud y Seguridad Social, Percepción ciudadana, entre otros",XLSX,Anual,norha.leon@medellin.gov.co,Attribution-ShareAlike 4.0 International
48,medellin.gov.co,Planeación,Encuesta de Calidad de Vida,2004,https://www.medellin.gov.co/irj/portal/medellin?NavigationTarget=navurl://3aa7f24915ea9592cd64d6c095022f71,https://www.medellin.gov.co/irj/go/km/docs/pccdesign/medellin/Temas/PlaneacionMunicipal/IndicadoresEstadisticas/PaginasECV/Shared%20Content/Documentos/Encuesta%20Calidad%20de%20Vida%202004/Base%20de%20datos%20ECV%202004.xlsx,No,https://www.medellin.gov.co/irj/go/km/docs/pccdesign/medellin/Temas/PlaneacionMunicipal/IndicadoresEstadisticas/PaginasECV/Shared%20Content/Documentos/Encuesta%20Calidad%20de%20Vida%202004/Diccionario%20de%20datos%20ECV%202004.xls,1/1/2005,"La Encuesta de Calidad de Vida es una investigación que posibilita realizar el seguimiento y medición de las condiciones socioeconómicas de los habitantes de las 16 comunas y 5 corregimientos que conforman el municipio de Medellín, atendiendo el criterio de representatividad tanto para el total Medellín cómo para la desagregación territorial referenciada. Ella permite conocer cifras e indicadores en temas como: Población, Viviendas, Hogares, Educación, Salud y Seguridad Social, Percepción ciudadana, entre otros",XLSX,Anual,norha.leon@medellin.gov.co,Attribution-ShareAlike 4.0 International
49,Alcaldía de Medellín,Medioambiente,ArbolUrbano,Current,https://drive.google.com/drive/folders/0B1IP63AcjX60Z3VwTTRCMVhVUEU,https://drive.google.com/open?id=0B1IP63AcjX60VFNwa2p1aVYyZGc,No,https://drive.google.com/open?id=0B1IP63AcjX60OHZ1NGdwbzBNeUk,,,XLSX/SHAPE,,gabriel.escudero@medellin.gov.co,Attribution-ShareAlike 4.0 International
50,Alcaldía de Medellín,Medioambiente,Ubicacion_ArbolUrbano,Current,https://drive.google.com/drive/folders/0B1IP63AcjX60Z3VwTTRCMVhVUEU,https://drive.google.com/open?id=0B1IP63AcjX60TGxfTzRPNXFKdzg,No,https://drive.google.com/open?id=0B1IP63AcjX60OHZ1NGdwbzBNeUk,,,XLSX/SHAPE,,gabriel.escudero@medellin.gov.co,Attribution-ShareAlike 4.0 International
51,Alcaldía de Medellín,Medioambiente,Aulas_Ambientales,Current,https://drive.google.com/drive/folders/0B1IP63AcjX60Z3VwTTRCMVhVUEU,https://drive.google.com/open?id=0B1IP63AcjX60azBoZUtjdnNNYk0,Si,https://drive.google.com/open?id=0B1IP63AcjX60OHZ1NGdwbzBNeUk,,"Las Aulas Ambientales permiten despertar en las comunidades el interés por laconservación de los recursos naturales y la vida en sociedad, a través de diferentesestrategias con temáticas ambientales, socioculturales y de convivencia que generen eldespertar de la conciencia ambiental",XLS/SHAPE,,gabriel.escudero@medellin.gov.co,Attribution-ShareAlike 4.0 International
52,Alcaldía de Medellín,Medioambiente,Ecoparques_Quebrada,Current,https://drive.google.com/drive/folders/0B1IP63AcjX60Z3VwTTRCMVhVUEU,https://drive.google.com/open?id=0B1IP63AcjX60Wllwc3VLYk4yZWM,Si,https://drive.google.com/open?id=0B1IP63AcjX60OHZ1NGdwbzBNeUk,,"Espacios asociados al subsistema de espacio público de espacimiento y encuentro, que buscan dar continuidad a las redes ecológicas del Municipio potencializando su conectividad. Capa actualizada en el año 2016, editada teniendo en cuenta las intervenciones realizadas por la Secretaría de Medio Ambiente, especificamente la Unidad de Silvicultura Urbana, en éstas zonas.",XLS/SHAPE,,gabriel.escudero@medellin.gov.co,Attribution-ShareAlike 4.0 International
53,Alcaldía de Medellín,Medioambiente,Estufas_Eficientes,Current,https://drive.google.com/drive/folders/0B1IP63AcjX60Z3VwTTRCMVhVUEU,https://drive.google.com/open?id=0B1IP63AcjX60QTFYOXdpVk56T1E,Si,https://drive.google.com/open?id=0B1IP63AcjX60OHZ1NGdwbzBNeUk,,"Estufas eficientes construidas bajo los contratos 4600043949 de 2013 (Corporación Parque ARVI) y 4600059678 de 2015 (Corporación Mas Bosques Para Medellín). Una estufa de lena eficiente es la que por sus caracteristicas de diseno y materiales de construccion, consumen menor cantidad de lena que los fogones tradicionales, debido a que la lena se quema mucho mejor, en un proceso de combustion eficiente; conservan mejor el calor obtenido de la combustion de la lena y mantienen caliente los alimentos, a la vez que se emplea menos tiempo en la coccion",XLS/SHAPE,,gabriel.escudero@medellin.gov.co,Attribution-ShareAlike 4.0 International
54,Alcaldía de Medellín,Medioambiente,Huertos_Leneros,Current,https://drive.google.com/drive/folders/0B1IP63AcjX60Z3VwTTRCMVhVUEU,https://drive.google.com/open?id=0B1IP63AcjX60UXVESFBIU3ZaclU,Si,https://drive.google.com/open?id=0B1IP63AcjX60OHZ1NGdwbzBNeUk,,"Huertos Leñeros construidas bajo los contratos 4600043949 de 2013 (Corporación Parque ARVI) y 4600059678 de 2015 (Corporación Mas Bosques Para Medellín)
",XLS/SHAPE,,gabriel.escudero@medellin.gov.co,Attribution-ShareAlike 4.0 International
55,Alcaldía de Medellín,Medioambiente,InicioFin_Rutas_Mejoradas,Current,https://drive.google.com/drive/folders/0B1IP63AcjX60Z3VwTTRCMVhVUEU,https://drive.google.com/open?id=0B1IP63AcjX60a0lERmoyWU5COTA,Si,https://drive.google.com/open?id=0B1IP63AcjX60OHZ1NGdwbzBNeUk,,"Elemento puntual obtenido de la ubicación espacial de los puntos donde inicia y finaliza la ruta mejorada para cada reciclador caracterizados en la comuna 6 - Doce de Octubre del Municipio de Medellín, producto geográfico del Convenio Interadministrativo N° 4600065476 de 2016 con objeto: “CONTRATO INTERADMINISTRATIVO PARA REALIZAR ACTIVIDADES DE INTERVENCIÓN INTEGRAL A PUNTOS CRÍTICOS Y FORTALECIMIENTO A RECICLADORES A TRAVÉS DE INICIATIVAS COMUNITARIAS”",XLS/SHAPE,,gabriel.escudero@medellin.gov.co,Attribution-ShareAlike 4.0 International
56,Alcaldía de Medellín,Medioambiente,IntervencionesRestauracion,Current,https://drive.google.com/drive/folders/0B1IP63AcjX60Z3VwTTRCMVhVUEU,https://drive.google.com/open?id=0B1IP63AcjX60Mmhkc0tRTkhFOXc,Si,https://drive.google.com/open?id=0B1IP63AcjX60OHZ1NGdwbzBNeUk,,"Contiene la representación geográfica en polígonos de los arreglos forestales establecidos en las fincas.RNA: Regeneración Natural Asistida; EF: Enriquecimiento Forestal; SSP: Sistema Silvopastoril; BMF: Banco de Manejo Forrajero; PC: Plantación comercial.En su tabla de atributos se encuentra la siguiente información: Código de intervención, CBML del lote donde se encuentra la intervención, Sistema (Arreglo forestal establecido), Número de identificación general de la intervención, Número de identificación de cada intervención diferenciada por polígono en cada CBML, Área en hectáreas de cada polígono de intervención, Año de contrato y fechas de establecimientos y mantenimientos de los arreglos.Proyecto Más Bosques para Medellín del contrato número 4600055320 celebrado entre la Secretaría de Medio Ambiente de Medellín y la Reforestadora Integral de Antioquia - RIA S.A.S-, entre las fecha de agosto 14 de 2014 al 30 de diciembre de 2015, cuyo objeto es: ""Contrato interadministrativo de administración delegada de recursos para desarrollar el proyecto forestal Más Bosques para Medellín, contribuyendo a la consolidación del Parque Central de Antioquia y el Cinturón Verde""",XLS/SHAPE,,gabriel.escudero@medellin.gov.co,Attribution-ShareAlike 4.0 International
57,Alcaldía de Medellín,Medioambiente,Puntos_Separacion,Current,https://drive.google.com/drive/folders/0B1IP63AcjX60Z3VwTTRCMVhVUEU,https://drive.google.com/open?id=0B1IP63AcjX60cldvclFRcDNhS2M,Si,https://drive.google.com/open?id=0B1IP63AcjX60OHZ1NGdwbzBNeUk,,"Elemento puntual con los lugares donde cada reciclador realiza la separación del material recolectado en la comuna 6 - Doce de Octubre del Municipio de Medellín, producto geográfico del Convenio Interadministrativo N° 4600065476 de 2016 con objeto: “CONTRATO INTERADMINISTRATIVO PARA REALIZAR ACTIVIDADES DE INTERVENCIÓN INTEGRAL A PUNTOS CRÍTICOS Y FORTALECIMIENTO A RECICLADORES A TRAVÉS DE INICIATIVAS COMUNITARIAS”",XLS/SHAPE,,gabriel.escudero@medellin.gov.co,Attribution-ShareAlike 4.0 International
58,Alcaldía de Medellín,Medioambiente,Ruta_Mejorada,Current,https://drive.google.com/drive/folders/0B1IP63AcjX60Z3VwTTRCMVhVUEU,https://drive.google.com/open?id=0B1IP63AcjX60OUN6a0xNLVA1RjQ,Si,https://drive.google.com/open?id=0B1IP63AcjX60OHZ1NGdwbzBNeUk,,"Elemento lineal con las rutas mejoradas para cada reciclador enla comuna 6 - Doce de Octubre del Municipio de Medellín, producto geográfico del Convenio Interadministrativo N° 4600065476 de 2016 con objeto: “CONTRATO INTERADMINISTRATIVO PARA REALIZAR ACTIVIDADES DE INTERVENCIÓN INTEGRAL A PUNTOS CRÍTICOS Y FORTALECIMIENTO A RECICLADORES A TRAVÉS DE INICIATIVAS COMUNITARIAS”",XLS/SHAPE,,gabriel.escudero@medellin.gov.co,Attribution-ShareAlike 4.0 International
59,Alcaldía de Medellín,Medioambiente,Cobertura_Pred_Exencion,2013,https://drive.google.com/drive/folders/0B1IP63AcjX60Z3VwTTRCMVhVUEU,https://drive.google.com/open?id=0B1IP63AcjX60S2NWcHV5YkVqZEE,No,https://drive.google.com/open?id=0B1IP63AcjX60OHZ1NGdwbzBNeUk,,,XLS/SHAPE,,gabriel.escudero@medellin.gov.co,Attribution-ShareAlike 4.0 International
60,Alcaldía de Medellín,Medioambiente,Cobertura_Pred_Exencion,2014,https://drive.google.com/drive/folders/0B1IP63AcjX60Z3VwTTRCMVhVUEU,https://drive.google.com/open?id=0B1IP63AcjX60bjhfUUdFV0F1NHM,No,https://drive.google.com/open?id=0B1IP63AcjX60OHZ1NGdwbzBNeUk,,,XLS/SHAPE,,gabriel.escudero@medellin.gov.co,Attribution-ShareAlike 4.0 International
61,Alcaldía de Medellín,Medioambiente,Cobertura_Pred_Exencion,2015,https://drive.google.com/drive/folders/0B1IP63AcjX60Z3VwTTRCMVhVUEU,https://drive.google.com/open?id=0B1IP63AcjX60NGVUYlpMaUhBRGs,No,https://drive.google.com/open?id=0B1IP63AcjX60OHZ1NGdwbzBNeUk,,,XLS/SHAPE,,gabriel.escudero@medellin.gov.co,Attribution-ShareAlike 4.0 International
62,Alcaldía de Medellín,Medioambiente,Acequia,Current,https://drive.google.com/drive/folders/0B1IP63AcjX60Z3VwTTRCMVhVUEU,https://drive.google.com/open?id=0B1IP63AcjX60Ti1RWmlwM2V3Qzg,Si,https://drive.google.com/open?id=0B1IP63AcjX60OHZ1NGdwbzBNeUk,,"Contiene Las Acequias, levantadas en campo como parte del objeto del contrato de la actualizacin de la Red Hidrica del Municipio de Medellin",XLS/SHAPE,,gabriel.escudero@medellin.gov.co,Attribution-ShareAlike 4.0 International
63,Alcaldía de Medellín,Medioambiente,Afloramiento_Agua,Current,https://drive.google.com/drive/folders/0B1IP63AcjX60Z3VwTTRCMVhVUEU,https://drive.google.com/open?id=0B1IP63AcjX60ZlZSbzJYNkE3WUU,Si,https://drive.google.com/open?id=0B1IP63AcjX60OHZ1NGdwbzBNeUk,,"Contiene Los Afloramientos de Agua, levantados en campo como parte del objeto del contrato de la actualizacin de la Red Hidrica del Municipio de Medellin",XLS/SHAPE,,gabriel.escudero@medellin.gov.co,Attribution-ShareAlike 4.0 International
64,Alcaldía de Medellín,Medioambiente,Captacion,Current,https://drive.google.com/drive/folders/0B1IP63AcjX60Z3VwTTRCMVhVUEU,https://drive.google.com/open?id=0B1IP63AcjX60N2JhQ3QwUGo5LXc,Si,https://drive.google.com/open?id=0B1IP63AcjX60OHZ1NGdwbzBNeUk,,"Contiene Captacion, levantadas en campo como parte del objeto del contrato de la actualizacin de la Red Hidrica del Municipio de Medellin",XLS/SHAPE,,gabriel.escudero@medellin.gov.co,Attribution-ShareAlike 4.0 International
65,Alcaldía de Medellín,Medioambiente,Entrega_Aguas,Current,https://drive.google.com/drive/folders/0B1IP63AcjX60Z3VwTTRCMVhVUEU,https://drive.google.com/open?id=0B1IP63AcjX60Z1pZRVZLNDRQbGs,Si,https://drive.google.com/open?id=0B1IP63AcjX60OHZ1NGdwbzBNeUk,,"Contiene el feacture clas Entrega de Aguas, se crearon tres puntos en los principales cauces que generan las grandes cuencas, este tema salio de la Homologacion de la informacion  levantada en campo como parte del objeto del contrato de la actualizacin de la Red Hidrica del Municipio de Medellin",XLS/SHAPE,,gabriel.escudero@medellin.gov.co,Attribution-ShareAlike 4.0 International
66,Alcaldía de Medellín,Medioambiente,Estructura_Entrada_Salida,Current,https://drive.google.com/drive/folders/0B1IP63AcjX60Z3VwTTRCMVhVUEU,https://drive.google.com/open?id=0B1IP63AcjX60M3g4aGE5M25qTnM,Si,https://drive.google.com/open?id=0B1IP63AcjX60OHZ1NGdwbzBNeUk,,"Contiene las quebradas levantadas por la SMA entre 2005 a 2006, mas la hologacion hecha en 2008. Estas quebradas se actualizaron mediante visitas de campo para el control posterior de obras, como parte del objeto del contrato de la actualización de la Red Hidrica del Municipio de Medellin. Actualizada mediante el contrato No. 4600026806 de 2010, cuyo objeto es la ""Consultoría para la actualización de la geodatabase de la red hídrica, control posterior de las obras hidráulicas construidas en el período 2005 - 2009""",XLS/SHAPE,,gabriel.escudero@medellin.gov.co,Attribution-ShareAlike 4.0 International
67,Alcaldía de Medellín,Medioambiente,Estructura_Linea,Current,https://drive.google.com/drive/folders/0B1IP63AcjX60Z3VwTTRCMVhVUEU,https://drive.google.com/open?id=0B1IP63AcjX60NG5xZVBNODZSSlk,Si,https://drive.google.com/open?id=0B1IP63AcjX60OHZ1NGdwbzBNeUk,,"Contiene las quebradas levantadas por la SMA entre 2005 a 2006, mas la hologacion hecha en 2008.  Estas quebradas se actualizaron mediante visitas de campo para el control posterior de obras, como parte del objeto del contrato de la actualización de la Red Hidrica del Municipio de Medellin. Actualizada mediante el contrato No. 4600026806 de 2010, cuyo objeto es la ""Consultoría para la actualización de la geodatabase de la red hídrica, control posterior de las obras hidráulicas construidas en el período 2005 - 2009""",XLS/SHAPE,,gabriel.escudero@medellin.gov.co,Attribution-ShareAlike 4.0 International
68,Alcaldía de Medellín,Medioambiente,Estructura_Punto,Current,https://drive.google.com/drive/folders/0B1IP63AcjX60Z3VwTTRCMVhVUEU,https://drive.google.com/open?id=0B1IP63AcjX60c2JJUTFfOEpSUlE,Si,https://drive.google.com/open?id=0B1IP63AcjX60OHZ1NGdwbzBNeUk,,"Contiene las quebradas levantadas por la SMA entre 2005 a 2006, mas la hologacion hecha en 2008.  Estas quebradas se actualizaron mediante visitas de campo para el control posterior de obras, como parte del objeto del contrato de la actualización de la Red Hidrica del Municipio de Medellin. Actualizada mediante el contrato No. 4600026806 de 2010, cuyo objeto es la ""Consultoría para la actualización de la geodatabase de la red hídrica, control posterior de las obras hidráulicas construidas en el período 2005 - 2009""",XLS/SHAPE,,gabriel.escudero@medellin.gov.co,Attribution-ShareAlike 4.0 International
69,Alcaldía de Medellín,Medioambiente,Lago_Laguna,Current,https://drive.google.com/drive/folders/0B1IP63AcjX60Z3VwTTRCMVhVUEU,https://drive.google.com/open?id=0B1IP63AcjX60Yk01ZDMxRnlzZms,Si,https://drive.google.com/open?id=0B1IP63AcjX60OHZ1NGdwbzBNeUk,,"Contiene Los Lagos y Lagunas, levantados en campo como parte del objeto del contrato de la actualización de la Red Hidrica del Municipio de Medellin",XLS/SHAPE,,gabriel.escudero@medellin.gov.co,Attribution-ShareAlike 4.0 International
70,Alcaldía de Medellín,Medioambiente,Manhole,Current,https://drive.google.com/drive/folders/0B1IP63AcjX60Z3VwTTRCMVhVUEU,https://drive.google.com/open?id=0B1IP63AcjX60eWRIV25EN19NSmc,Si,https://drive.google.com/open?id=0B1IP63AcjX60OHZ1NGdwbzBNeUk,,"Contiene los Manhole, levantados en campo como parte del objeto del contrato de la actualización de la Red Hidrica del Municipio de Medellin.",XLS/SHAPE,,gabriel.escudero@medellin.gov.co,Attribution-ShareAlike 4.0 International
71,Alcaldía de Medellín,Medioambiente,Problematica_Aislada_Linea,Current,https://drive.google.com/drive/folders/0B1IP63AcjX60Z3VwTTRCMVhVUEU,https://drive.google.com/open?id=0B1IP63AcjX60c1R2cmFFRlc2TDA,Si,https://drive.google.com/open?id=0B1IP63AcjX60OHZ1NGdwbzBNeUk,,"Contiene las quebradas levantadas por la SMA entre 2005 a 2006, mas la hologacion hecha en 2008.  Estas quebradas se actualizaron mediante visitas de campo para el control posterior de obras, como parte del objeto del contrato de la actualización de la Red Hidrica del Municipio de Medellin. Actualizada mediante el contrato No. 4600026806 de 2010, cuyo objeto es la ""Consultoría para la actualización de la geodatabase de la red hídrica, control posterior de las obras hidráulicas construidas en el período 2005 - 2009""",XLS/SHAPE,,gabriel.escudero@medellin.gov.co,Attribution-ShareAlike 4.0 International
